Familia,Modelo,Horizonte,Sentimiento,Acc,B_Acc,Precision,Recall,F1,ROC_AUC,Conf_Matrix
ML,Dummy_MostFreq,1d,FULL,0.4944852941176471,0.5,0.4944852941176471,1.0,0.6617466174661747,0.5,[[  0 275]  [  0 269]]
ML,Logistic_Reg,1d,FULL,0.47610294117647056,0.4754511659344373,0.4666666666666667,0.4163568773234201,0.4400785854616896,0.48070294018249404,[[147 128]  [157 112]]
ML,Random_Forest,1d,FULL,0.5,0.5013585670834741,0.49557522123893805,0.6245353159851301,0.5526315789473685,0.5083474146671173,[[104 171]  [101 168]]
ML,Hist_GB,1d,FULL,0.5018382352941176,0.5045961473470767,0.49754901960784315,0.7546468401486989,0.5997045790251108,0.5094829334234539,[[ 70 205]  [ 66 203]]
