Familia,Modelo,Horizonte,Sentimiento,Acc,B_Acc,Precision,Recall,F1,ROC_AUC,Conf_Matrix
DL,LSTM_32,1d,BASE,0.4785046728971963,0.48053218548229304,0.48590021691973967,0.8421052631578947,0.6162310866574966,0.4647818430835453,"[[ 32 237]
 [ 42 224]]"
DL,LSTM_64,1d,BASE,0.4934579439252336,0.4954230371467703,0.4945054945054945,0.8458646616541353,0.624133148404993,0.4877574978338038,"[[ 39 230]
 [ 41 225]]"
