Familia,Modelo,Horizonte,Sentimiento,Acc,B_Acc,Precision,Recall,F1,ROC_AUC,Conf_Matrix
DL,LSTM_32,5d,SIMPLE,0.5514018691588785,0.493803825711281,0.5612648221343873,0.9403973509933775,0.7029702970297029,0.5417815422220958,"[[ 11 222]
 [ 18 284]]"
DL,LSTM_64,5d,SIMPLE,0.5626168224299065,0.49834437086092714,0.5636704119850188,0.9966887417218543,0.7200956937799043,0.5471534547935082,"[[  0 233]
 [  1 301]]"
