Familia,Modelo,Horizonte,Sentimiento,Acc,B_Acc,Precision,Recall,F1,ROC_AUC,Conf_Matrix
DL,LSTM_32,1d,SIMPLE,0.5065420560747663,0.5092098275428347,0.5019157088122606,0.9849624060150376,0.6649746192893401,0.5073930178606367,"[[  9 260]
 [  4 262]]"
DL,LSTM_64,1d,SIMPLE,0.5532710280373832,0.5543785113340973,0.5361930294906166,0.7518796992481203,0.6259780907668232,0.5504653827878245,"[[ 96 173]
 [ 66 200]]"
