Date,Close,High,Low,Open,Volume,Return,Target_1d,Return_5d_forward,Target_5d,ret_lag_1,ret_lag_2,ret_lag_3,ret_lag_4,ret_lag_5,ret_ma_5,ret_std_5,ret_ma_10,ret_std_10,sentiment_mean,n_news,n_news_filled,has_news,sentiment_filled
2014-07-24,1987.97998046875,1991.3900146484373,1985.7900390625,1988.0699462890625,3203530000,0.0004881559218916,0,-0.0288282261826018,0,0.0017544380056517,0.0050161501343055,-0.0023202504717819,0.0102649355688411,-0.0118340264575521,0.0030406858317816,0.0048218700712462,0.0011952867702593,0.0058877781195684,0.0,1.0,1.0,1,0.0
2014-07-25,1978.3399658203125,1984.5999755859373,1974.3699951171875,1984.5999755859373,2638960000,-0.0048491507676875,1,-0.0268861481470374,0,0.0004881559218916,0.0017544380056517,0.0050161501343055,-0.0023202504717819,0.0102649355688411,1.786856447589802e-05,0.0037872925712582,0.0005632794189664,0.006186529252299,0.0006927847862243,2.0,2.0,1,0.0006927847862243
2014-07-28,1978.9100341796875,1981.52001953125,1967.31005859375,1978.25,2803320000,0.0002881549022029,0,-0.0201727432050039,0,-0.0048491507676875,0.0004881559218916,0.0017544380056517,0.0050161501343055,-0.0023202504717819,0.0005395496392728,0.0035573810042949,0.0001077396101617,0.0060012784210866,0.9999997615814208,1.0,1.0,1,0.9999997615814208
2014-07-29,1969.949951171875,1984.8499755859373,1969.949951171875,1980.030029296875,3183300000,-0.0045277869398073,1,-0.0252493674800143,0,0.0002881549022029,-0.0048491507676875,0.0004881559218916,0.0017544380056517,0.0050161501343055,-0.0013692377755497,0.0030838466027636,-0.0001518295174727,0.0061535130103628,-0.3293990890185038,3.0,3.0,1,-0.3293990890185038
2014-07-30,1970.0699462890625,1978.9000244140625,1962.4200439453125,1973.2099609375,3448250000,6.091277451791832e-05,0,-0.025293495872342,0,-0.0045277869398073,0.0002881549022029,-0.0048491507676875,0.0004881559218916,0.0017544380056517,-0.0017079428217764,0.0027273986757349,-0.0005658467329418,0.0059644762634373,0.0,2.0,2.0,1,0.0
2014-07-31,1930.6700439453125,1965.1400146484373,1930.6700439453125,1965.1400146484373,4193000000,-0.019999240340662,0,-0.0109288988672202,0,6.091277451791832e-05,-0.0045277869398073,0.0002881549022029,-0.0048491507676875,0.0004881559218916,-0.0058054220742872,0.0082999525338141,-0.0013823681212527,0.0079175798414017,-0.4792909324169159,4.0,4.0,1,-0.4792909324169159
2014-08-01,1925.1500244140625,1937.3499755859373,1916.3699951171875,1929.800048828125,3789660000,-0.0028591211370172,1,0.003345163402634,1,-0.019999240340662,6.091277451791832e-05,-0.0045277869398073,0.0002881549022029,-0.0048491507676875,-0.0054074161481531,0.0084043298226154,-0.0026947737918386,0.0067781484253377,-1.780986785888672e-05,5.0,5.0,1,-1.780986785888672e-05
2014-08-04,1938.989990234375,1942.9200439453125,1921.199951171875,1926.6199951171875,3072920000,0.0071890323584131,0,-0.0010675384089076,0,-0.0028591211370172,-0.019999240340662,6.091277451791832e-05,-0.0045277869398073,0.0002881549022029,-0.0040272406569111,0.0099904654862149,-0.0017438455088191,0.0074684252020474,0.0,1.0,1.0,1,0.0
2014-08-05,1920.2099609375,1936.3399658203125,1913.77001953125,1936.3399658203125,3462520000,-0.0096854699567607,1,0.007051332582344,1,0.0071890323584131,-0.0028591211370172,-0.019999240340662,6.091277451791832e-05,-0.0045277869398073,-0.0050587772603017,0.0103160345570947,-0.0032140075179257,0.0074368038941027,0.2546654641628265,6.0,6.0,1,0.2546654641628265
2014-08-06,1920.239990234375,1927.9100341796875,1911.449951171875,1917.2900390625,3539150000,1.563854864095049e-05,0,0.0137899328226769,1,-0.0096854699567607,0.0071890323584131,-0.0028591211370172,-0.019999240340662,6.091277451791832e-05,-0.0050678321054771,0.0103104356810345,-0.0033878874636268,0.0073272496725384,-0.987286388874054,1.0,1.0,1,-0.987286388874054
2014-08-07,1909.5699462890625,1928.8900146484373,1904.780029296875,1923.030029296875,3230520000,-0.0055566200056119,1,0.023885015320078,1,1.563854864095049e-05,-0.0096854699567607,0.0071890323584131,-0.0028591211370172,-0.019999240340662,-0.0021793080384671,0.0063402373975288,-0.0039923650563772,0.0072205189624531,-0.3881584882736206,5.0,5.0,1,-0.3881584882736206
2014-08-08,1931.5899658203125,1932.3800048828125,1909.010009765625,1910.3499755859373,2902280000,0.0115314024364712,1,0.0121506599168266,1,-0.0055566200056119,1.563854864095049e-05,-0.0096854699567607,0.0071890323584131,-0.0028591211370172,0.0006987966762305,0.0087592585754003,-0.0023543097359613,0.0087091527198165,0.1634436547756195,4.0,4.0,1,0.1634436547756195
2014-08-11,1936.9200439453125,1944.9000244140625,1933.4300537109373,1933.4300537109373,2784890000,0.0027594252503462,0,0.0179769662655449,1,0.0115314024364712,-0.0055566200056119,1.563854864095049e-05,-0.0096854699567607,0.0071890323584131,-0.0001871247453828,0.0081409027485702,-0.0021071827011469,0.008826733498656,0.5,2.0,2.0,1,0.5
2014-08-12,1933.75,1939.6500244140625,1928.2900390625,1935.72998046875,2611700000,-0.0016366416131744,1,0.0247446544723657,1,0.0027594252503462,0.0115314024364712,-0.0055566200056119,1.563854864095049e-05,-0.0096854699567607,0.0014226409233343,0.0064035732232347,-0.0018180681684836,0.0087858929237723,0.0,2.0,2.0,1,0.0
2014-08-13,1946.719970703125,1948.4100341796875,1935.5999755859373,1935.5999755859373,2718020000,0.0067071600274726,1,0.0204395288800209,1,-0.0016366416131744,0.0027594252503462,0.0115314024364712,-0.0055566200056119,1.563854864095049e-05,0.0027609452191007,0.0067270757881971,-0.0011534434431882,0.0091860940579054,0.1382771849632263,5.0,5.0,1,0.1382771849632263
2014-08-14,1955.1800537109373,1955.22998046875,1947.4100341796875,1947.4100341796875,2609460000,0.0043458140539631,0,0.0190212360931483,1,0.0067071600274726,-0.0016366416131744,0.0027594252503462,0.0115314024364712,-0.0055566200056119,0.0047414320310157,0.0048665303999901,0.0012810619962742,0.0064572828938217,0.1466534336407979,6.0,6.0,1,0.1466534336407979
2014-08-15,1955.06005859375,1964.0400390625,1941.5,1958.8699951171875,3023380000,-6.137292417618401e-05,1,0.0170531670747207,1,0.0043458140539631,0.0067071600274726,-0.0016366416131744,0.0027594252503462,0.0115314024364712,0.0024228769588862,0.0033472832922491,0.0015608368175583,0.0063170562498137,0.0,3.0,3.0,1,0.0
2014-08-18,1971.739990234375,1971.989990234375,1958.3599853515625,1958.3599853515625,2638160000,0.0085316722457224,1,0.0132776399731211,1,-6.137292417618401e-05,0.0043458140539631,0.0067071600274726,-0.0016366416131744,0.0027594252503462,0.0035773263579615,0.0043404368957267,0.0016951008062893,0.0064625630476489,0.0,4.0,4.0,1,0.0
2014-08-19,1981.5999755859373,1982.5699462890625,1972.72998046875,1972.72998046875,2656430000,0.0050006519117109,1,0.0092955410639152,1,0.0085316722457224,-6.137292417618401e-05,0.0043458140539631,0.0067071600274726,-0.0016366416131744,0.0049047850629386,0.0032166453932618,0.0031637129931365,0.0051177637256883,0.1666534940401713,6.0,6.0,1,0.1666534940401713
2014-08-20,1986.510009765625,1988.5699462890625,1977.6800537109373,1980.4599609375,2579560000,0.0024778129996876,1,0.0068512040133985,1,0.0050006519117109,0.0085316722457224,-6.137292417618401e-05,0.0043458140539631,0.0067071600274726,0.0040589156573816,0.0031800704776272,0.0034099304382411,0.0050075210739883,0.0,3.0,3.0,1,0.0
2014-08-21,1992.3699951171875,1994.760009765625,1986.8199462890625,1986.8199462890625,2638920000,0.0029498896671826,0,0.0021933652523864,1,0.0024778129996876,0.0050006519117109,0.0085316722457224,-6.137292417618401e-05,0.0043458140539631,0.0037797307800255,0.0032097235063537,0.0042605814055206,0.0039193812681407,0.8993245959281921,2.0,2.0,1,0.8993245959281921
2014-08-22,1988.4000244140625,1993.5400390625,1984.760009765625,1992.5999755859373,2301860000,-0.0019925870761225,1,0.0075286514380004,1,0.0029498896671826,0.0024778129996876,0.0050006519117109,0.0085316722457224,-6.137292417618401e-05,0.0033934879496362,0.0038415152640201,0.0029081824542612,0.003435135353754,0.3325842420260111,3.0,3.0,1,0.3325842420260111
2014-08-25,1997.9200439453125,2001.949951171875,1991.739990234375,1991.739990234375,2233880000,0.0047877788243617,1,0.0021822621804987,1,-0.0019925870761225,0.0029498896671826,0.0024778129996876,0.0050006519117109,0.0085316722457224,0.002644709265364,0.0028181873468371,0.0031110178116628,0.0034848995852607,0.3214854598045349,3.0,3.0,1,0.3214854598045349
2014-08-26,2000.02001953125,2005.0400390625,1998.5899658203125,1998.5899658203125,2451950000,0.0010510808940034,1,0.000349972082799,1,0.0047877788243617,-0.0019925870761225,0.0029498896671826,0.0024778129996876,0.0050006519117109,0.0018547950618225,0.0025317031360251,0.0033797900623805,0.0031672176877977,0.0,5.0,5.0,1,0.0
2014-08-27,2000.1199951171875,2002.1400146484373,1996.199951171875,2000.5400390625,2344350000,4.9987292607633904e-05,0,-0.0012349112599018,0,0.0010510808940034,0.0047877788243617,-0.0019925870761225,0.0029498896671826,0.0024778129996876,0.0013692299204065,0.0026138283836149,0.002714072788894,0.0030887935734755,,,0.0,0,0.0
