Date,Close,High,Low,Open,Volume,Return,Target_1d,Return_5d_forward,Target_5d,ret_lag_1,ret_lag_2,ret_lag_3,ret_lag_4,ret_lag_5,ret_ma_5,ret_std_5,ret_ma_10,ret_std_10
2013-01-02,1462.4200439453125,1462.4300537109375,1426.18994140625,1426.18994140625,4202600000,0.025403420320955883,0,-0.000957333988862441,0,0.016941941334216226,-0.011049941573072375,-0.001218442012279497,-0.00478746019469678,-0.002440296594621194,0.005057903575024692,0.015418793582227374,0.0022856098527168633,0.01220292325668703
2013-01-03,1459.3699951171875,1465.469970703125,1455.530029296875,1462.4200439453125,3829730000,-0.0020856174946130013,1,0.008736646664423198,1,0.025403420320955883,0.016941941334216226,-0.011049941573072375,-0.001218442012279497,-0.00478746019469678,0.005598272115041447,0.015029932608334929,0.0009283824610956226,0.011814443762290707
2013-01-04,1466.469970703125,1467.93994140625,1458.989990234375,1459.3699951171875,3424290000,0.004865096315322948,0,0.0038051090281272515,1,-0.0020856174946130013,0.025403420320955883,0.016941941334216226,-0.011049941573072375,-0.001218442012279497,0.006814979780561936,0.01457963960792029,0.002173812196602709,0.011468155270265854
2013-01-07,1461.8900146484375,1466.469970703125,1456.6199951171875,1466.469970703125,3304970000,-0.0031231161538831653,0,0.00601279095856877,1,0.004865096315322948,-0.0020856174946130013,0.025403420320955883,0.016941941334216226,-0.011049941573072375,0.008400344864399778,0.012422831681754233,0.0013126896319292536,0.011514844672058471
2013-01-08,1457.1500244140625,1461.8900146484375,1451.6400146484375,1461.8900146484375,3601600000,-0.003242371304872038,1,0.010424418317776185,1,-0.0031231161538831653,0.004865096315322948,-0.0020856174946130013,0.025403420320955883,0.016941941334216226,0.004363482336582125,0.012231308823827254,0.0019263212642457006,0.011035309113205499
2013-01-09,1461.02001953125,1464.72998046875,1457.1500244140625,1457.1500244140625,3674390000,0.002655865938542279,1,0.007946492995549281,1,-0.003242371304872038,-0.0031231161538831653,0.004865096315322948,-0.0020856174946130013,0.025403420320955883,-0.00018602853990059564,0.003713703659277563,0.002435937517562048,0.010928404486911588
2013-01-10,1472.1199951171875,1472.300048828125,1461.02001953125,1461.02001953125,4081840000,0.007597415119266371,0,0.005991322934487009,1,0.002655865938542279,-0.003242371304872038,-0.0031231161538831653,0.004865096315322948,-0.0020856174946130013,0.0017505779828752787,0.004831865901336587,0.003674425048958363,0.010718597983231097
2013-01-11,1472.050048828125,1472.75,1467.5799560546875,1472.1199951171875,3340650000,-4.7513986152325494e-05,0,0.00946294703207573,1,0.007597415119266371,0.002655865938542279,-0.003242371304872038,-0.0031231161538831653,0.004865096315322948,0.0007680559225802241,0.004530283507825248,0.00379151785157108,0.010665472117450513
2013-01-14,1470.6800537109375,1472.050048828125,1465.68994140625,1472.050048828125,3003010000,-0.0009306715612543703,1,0.014877474422531956,1,-4.7513986152325494e-05,0.007597415119266371,0.002655865938542279,-0.003242371304872038,-0.0031231161538831653,0.0012065448411059832,0.004149607418853947,0.004803444852752881,0.009519342016436755
2013-01-15,1472.3399658203125,1473.31005859375,1463.760009765625,1470.6700439453125,3135350000,0.0011286697641588184,1,0.015261483960953504,1,-0.0009306715612543703,-4.7513986152325494e-05,0.007597415119266371,0.002655865938542279,-0.003242371304872038,0.0020807530549121545,0.0033641111965371155,0.0032221176957471396,0.008542155408323142
2013-01-16,1472.6300048828125,1473.9599609375,1467.5999755859375,1472.3299560546875,3384080000,0.00019699191031485874,1,0.01506823936268753,1,0.0011286697641588184,-0.0009306715612543703,-4.7513986152325494e-05,0.007597415119266371,0.002655865938542279,0.0015889782492666705,0.0034379341723738857,0.0007014748546830373,0.0035011199434215492
2013-01-17,1480.93994140625,1485.1600341796875,1472.6300048828125,1472.6300048828125,3706710000,0.005642922184040833,1,0.014868948372302349,1,0.00019699191031485874,0.0011286697641588184,-0.0009306715612543703,-4.7513986152325494e-05,0.007597415119266371,0.0011980796622215629,0.0025906902928107592,0.0014743288225484209,0.0036666295924319167
2013-01-18,1485.97998046875,1485.97998046875,1475.81005859375,1480.949951171875,3795740000,0.0034032703971196288,1,0.009556032671253156,1,0.005642922184040833,0.00019699191031485874,0.0011286697641588184,-0.0009306715612543703,-4.7513986152325494e-05,0.0018882365388759536,0.0026351700534073567,0.0013281462307280889,0.003543497503556757
2013-01-22,1492.56005859375,1492.56005859375,1481.1600341796875,1485.97998046875,3570950000,0.004428106846314561,1,0.010237381831695869,1,0.0034032703971196288,0.005642922184040833,0.00019699191031485874,0.0011286697641588184,-0.0009306715612543703,0.00295999222038974,0.0022659369992809927,0.0020832685307478616,0.0032846662800398475
2013-01-23,1494.81005859375,1496.1300048828125,1489.9000244140625,1492.56005859375,3552010000,0.001507477027169024,1,0.004783151078389336,1,0.004428106846314561,0.0034032703971196288,0.005642922184040833,0.00019699191031485874,0.0011286697641588184,0.003035753672991781,0.002194609384274437,0.002558253363951968,0.0027246668179632515
2013-01-24,1494.8199462890625,1502.27001953125,1489.4599609375,1494.81005859375,3699430000,6.614683421224399e-06,1,0.002200960102698435,1,0.001507477027169024,0.004428106846314561,0.0034032703971196288,0.005642922184040833,0.00019699191031485874,0.0029976782276130544,0.0022569397075120163,0.0022933282384398623,0.0028404569651960428
2013-01-25,1502.9599609375,1503.260009765625,1494.8199462890625,1494.8199462890625,3476290000,0.005445481690718124,0,0.006793316703822105,1,6.614683421224399e-06,0.001507477027169024,0.004428106846314561,0.0034032703971196288,0.005642922184040833,0.0029581901289485123,0.002200098692597021,0.0020781348955850377,0.0024484329214926204
2013-01-28,1500.1800537109375,1503.22998046875,1496.3299560546875,1502.9599609375,3388540000,-0.0018496216125600817,1,-0.0029797041777618327,0,0.005445481690718124,6.614683421224399e-06,0.001507477027169024,0.004428106846314561,0.0034032703971196288,0.0019076117270125704,0.0030315062028746444,0.001897924132944262,0.002677842057589767
2013-01-29,1507.8399658203125,1509.3499755859375,1498.0899658203125,1500.1800537109375,3949640000,0.005105995170664235,0,0.0022880897975869896,1,-0.0018496216125600817,0.005445481690718124,6.614683421224399e-06,0.001507477027169024,0.004428106846314561,0.002043189391882505,0.0031837467676627397,0.0025015908061361224,0.0026496157882304923
2013-01-30,1501.9599609375,1509.93994140625,1500.1099853515625,1507.8399658203125,3726810000,-0.0038996213232838084,0,0.006764517326644182,1,0.005105995170664235,-0.0018496216125600817,0.005445481690718124,6.614683421224399e-06,0.001507477027169024,0.0009617697217919385,0.004175153975205781,0.00199876169739186,0.003329104114380825
2013-01-31,1498.1099853515625,1504.18994140625,1496.760009765625,1501.9599609375,3999880000,-0.0025633010773032927,1,0.007529506783327422,1,-0.0038996213232838084,0.005105995170664235,-0.0018496216125600817,0.005445481690718124,6.614683421224399e-06,0.0004477865696470351,0.004469914776999989,0.0017227323986300446,0.0035986190020366364
2013-02-01,1513.1700439453125,1514.4100341796875,1498.1099853515625,1498.1099853515625,3836320000,0.010052705569688847,0,0.003145720327118129,1,-0.0025633010773032927,-0.0038996213232838084,0.005105995170664235,-0.0018496216125600817,0.005445481690718124,0.0013692313454411798,0.00597814274157464,0.002163710737194846,0.004328541897458195
2013-02-04,1495.7099609375,1513.1700439453125,1495.02001953125,1513.1700439453125,3390000000,-0.011538744820964397,1,0.014240761500828869,1,0.010052705569688847,-0.0025633010773032927,-0.0038996213232838084,0.005105995170664235,-0.0018496216125600817,-0.0005685932962396833,0.008373048656139224,0.0006695092153864435,0.006078384954698356
2013-02-05,1511.2900390625,1514.9599609375,1495.7099609375,1495.7099609375,3618360000,0.010416510240551347,1,0.00538613663694032,1,-0.011538744820964397,0.010052705569688847,-0.0025633010773032927,-0.0038996213232838084,0.005105995170664235,0.000493509717737739,0.009529729883056755,0.001268349554810122,0.006747935883822931
2013-02-06,1512.1199951171875,1512.530029296875,1504.7099609375,1511.2900390625,3611570000,0.0005491705981217621,0,0.005429437454706587,1,0.010416510240551347,-0.011538744820964397,0.010052705569688847,-0.0025633010773032927,-0.0038996213232838084,0.001383268102018853,0.009219655015971651,0.0011725189119053958,0.0067509665936086325
2013-02-07,1509.3900146484375,1512.9000244140625,1498.489990234375,1512.1199951171875,3614580000,-0.0018053993582290984,1,0.007943599810528612,1,0.0005491705981217621,0.010416510240551347,-0.011538744820964397,0.010052705569688847,-0.0025633010773032927,0.001534848445833692,0.009144471872883617,0.0009913175077403634,0.00680979910453448
2013-02-08,1517.9300537109375,1518.31005859375,1509.3900146484375,1509.3900146484375,2986150000,0.005657940611518475,0,0.001225343254134259,1,-0.0018053993582290984,0.0005491705981217621,0.010416510240551347,-0.011538744820964397,0.010052705569688847,0.0006558954541996176,0.008292597158801446,0.0010125633998203988,0.006825552914856531
2013-02-11,1517.010009765625,1518.31005859375,1513.6099853515625,1517.9300537109375,2684100000,-0.000606117484177382,1,0.009182491579457164,1,0.005657940611518475,-0.0018053993582290984,0.0005491705981217621,0.010416510240551347,-0.011538744820964397,0.002842420921557021,0.005100186949309145,0.0011369138126586687,0.006778781829674712
2013-02-12,1519.4300537109375,1522.2900390625,1515.6099853515625,1517.010009765625,3414370000,0.001595272232703504,1,-0.004922966029791032,0,-0.000606117484177382,0.005657940611518475,-0.0018053993582290984,0.0005491705981217621,0.010416510240551347,0.001078173319987452,0.0028580295009585977,0.0007858415188625956,0.006639870446435254
2013-02-13,1520.3299560546875,1524.68994140625,1515.9300537109375,1519.4300537109375,3385880000,0.000592263093356804,1,-0.011780279693923701,0,0.001595272232703504,-0.000606117484177382,0.005657940611518475,-0.0018053993582290984,0.0005491705981217621,0.0010867918190344606,0.002856099787707549,0.0012350299605266568,0.006436502879924085
2013-02-14,1521.3800048828125,1523.1400146484375,1514.02001953125,1520.3299560546875,3759740000,0.0006906716689645265,0,-0.003799201565896859,0,0.000592263093356804,0.001595272232703504,-0.000606117484177382,0.005657940611518475,-0.0018053993582290984,0.0015860060244731855,0.00240703610495686,0.0015604272351534387,0.006304031314455713
2013-02-15,1519.7900390625,1524.239990234375,1514.1400146484375,1521.3800048828125,3838510000,-0.0010450813177572682,1,-0.021016102656038704,0,0.0006906716689645265,0.000592263093356804,0.001595272232703504,-0.000606117484177382,0.005657940611518475,0.0002454016386180369,0.0010643260739386876,0.00045064854640882725,0.0055779436020703555
2013-02-19,1530.93994140625,1530.93994140625,1519.7900390625,1519.7900390625,3748910000,0.007336475471722448,0,-0.022208578586544125,0,-0.0010450813177572682,0.0006906716689645265,0.000592263093356804,0.001595272232703504,-0.000606117484177382,0.0018339202297980028,0.0032199552281084887,0.002338170575677512,0.004056034714799302
2013-02-20,1511.949951171875,1530.93994140625,1511.4100341796875,1530.93994140625,4240570000,-0.012404137955230099,0,0.002672071955403421,1,0.007336475471722448,-0.0010450813177572682,0.0006906716689645265,0.000592263093356804,0.001595272232703504,-0.0009659618077887177,0.007157881976810906,5.610575609936719e-05,0.005249980414151286
2013-02-21,1502.4200439453125,1511.949951171875,1497.2900390625,1511.949951171875,4274600000,-0.006303057332801343,1,0.008160174523118346,1,-0.012404137955230099,0.007336475471722448,-0.0010450813177572682,0.0006906716689645265,0.000592263093356804,-0.002345025893020347,0.007441245403500995,-0.0006291170369929433,0.005613091727102666
2013-02-22,1515.5999755859375,1515.6400146484375,1502.4200439453125,1502.4200439453125,3419320000,0.008772467921830174,0,0.0017154761334252644,1,-0.006303057332801343,-0.012404137955230099,0.007336475471722448,-0.0010450813177572682,0.0006906716689645265,-0.0007286666424472177,0.008983438310598713,0.00042866969101298393,0.0063190911851052755
2013-02-25,1487.8499755859375,1525.8399658203125,1487.8499755859375,1515.5999755859375,4011050000,-0.018309580659152336,1,0.02510332103290769,1,0.008772467921830174,-0.006303057332801343,-0.012404137955230099,0.007336475471722448,-0.0010450813177572682,-0.0041815665107262315,0.011960189039429431,-0.0019680824360540972,0.00833807041953751
2013-02-26,1496.93994140625,1498.989990234375,1485.010009765625,1487.8499755859375,3975280000,0.006109463971145868,1,0.02862512815042928,1,-0.018309580659152336,0.008772467921830174,-0.006303057332801343,-0.012404137955230099,0.007336475471722448,-0.004426968810841547,0.011673938851780197,-0.0012965242905217723,0.008721573946207683
